sim_idx,baseline_h14,scenario_h14,delta_pct_vs_baseline
237,329.71020144414047,365.11083053646587,21.143518014217797
238,351.28603952690673,385.94519501579305,28.05634556553326
239,354.9456671907602,391.0634726289521,29.754586495062675
240,358.27881773147647,392.6252032074538,30.272767607882816
241,303.5180853310548,338.29543574314596,12.246188791116419
242,257.71982087090265,291.71202421159984,-3.210154549188709
243,234.25595120073865,267.2851424428658,-11.314976822562093
244,329.877579406957,365.66955347949647,21.32890189563959
245,328.8074937413889,363.20857333636,20.512350406699557
246,312.4733290416271,346.30844157389527,14.9048985170895
247,311.2495264197512,345.83312273814795,14.747188060085946
248,349.93582581588777,384.47031622089145,27.566981813720083
249,324.84950812022817,359.9657725421975,19.43639137298113
250,367.22340182004314,401.8239710131046,33.324912327159126
251,293.1746753958646,328.6650268019106,9.050825845178528
252,290.34187948255715,326.5104110170354,8.33592583587114
253,352.5782343565562,388.41443935551814,28.875639109116914
254,373.9166304802465,408.6991364730789,35.60608741453562
255,366.61610225404695,402.2059480852921,33.45165205234771
256,297.3145561965166,331.7979748538482,10.090335815917687
257,291.790113655116,327.9853471569916,8.82530861473331
258,319.63595056065395,355.1126070934895,17.826114474052442
259,305.5782310678448,339.39415776474374,12.610743988836731
260,354.00303889500384,391.0937091614507,29.764618955381767
261,351.989226051119,389.34501119784966,29.184402195052684
262,281.0733874681531,317.85032369035736,5.462514922470869
263,256.63927157815056,292.60753504939026,-2.9130246800188693
264,338.05656206182766,373.80792269129734,24.02920710369801
265,294.66662724143083,329.7140755871062,9.398899497829175
266,294.5298322093143,328.63910835027235,9.042226121066472
267,336.93198697565936,371.5437085408426,23.277942433404245
268,316.2544866114437,352.5615642930179,16.979680258447594
269,301.4598942234592,338.15888106361444,12.200880044028734
270,274.2809640325488,308.01283213377,2.1984421097057965
271,236.68432266564994,272.6022727197266,-9.550756718402514
272,256.2015008066974,293.67487106168744,-2.5588833382159937
273,320.7659791783087,356.7252287430044,18.361181208613782
274,300.2379170624935,335.13576719169583,11.197812977341906
275,312.5981508135085,346.2034998809212,14.870078936814194
276,307.4609630405165,343.8406324955515,14.08608119222757
277,300.2763262223298,335.53377431390237,11.329871461906633
278,326.6148041748017,361.57574761093105,19.970579973891684
279,301.99571399524376,338.27873978697835,12.24064908454627
280,275.67992108685996,309.0305355250676,2.536115382601147
281,319.65881127289293,355.2132957777615,17.859522909017283
282,319.8042616453904,355.97756853158,18.11310807378478
283,247.5447048622638,285.15532061117915,-5.3856642144713405
284,317.38952355444917,350.9484008468936,16.44443375615048
285,305.9907785109442,342.1901859649877,13.538464188609556
286,282.45856849302834,317.0002023980213,5.180445272712573
287,328.16494453921854,363.24551787732366,20.52460857953212
288,290.9507962607643,327.10303944419405,8.532559533194627
289,266.1101793508892,302.3004963362547,0.30309309041549337
290,328.1406949517405,363.70282892734946,20.676344065837743
291,291.8165195145438,327.2057681634361,8.566644850334612
292,290.87210837436663,325.97892318733136,8.159578545988005
293,373.2605979950167,406.8837905214015,35.00375689841279
294,301.894321454677,337.98049682063504,12.141692277067463
295,279.26141279774447,315.6695134135407,4.738923599072031
296,266.3526296479598,301.75946076059347,0.12357786510666134
297,283.17395878960787,318.124628345576,5.5535290150740355
298,237.76994663711537,273.15049627915437,-9.368856525111147
299,198.4609182093812,233.06156193031853,-22.670336881974837
300,276.3120763289885,309.85702944200904,2.8103454857413968
301,316.14757012398474,349.7848798814291,16.058378314210938
302,331.2809713934257,364.8233145261978,21.04812040325647
303,287.50156488103454,319.9322187978007,6.1532862619069
304,295.29282389925703,330.0188289459984,9.500016448998778
305,306.4344616695632,341.1000979943284,13.176773762947272
306,241.12565593480167,275.74925237878534,-8.50659107024193
307,319.0208128149636,355.01605159598284,17.79407742756335
308,357.84861025093716,392.519925246826,30.237836454235378
309,373.0034837226655,407.0735146409698,35.066707228488944
310,293.9569311719934,329.873888819852,9.45192541659364
311,296.8427252227215,332.8707957627844,10.446297042586258
312,314.39262862705186,348.3025197657753,15.566532265408695
313,303.04119629403954,339.5713852639601,12.669547949027086
314,259.80633737215123,295.95187623282465,-1.8033746162128077
315,290.8243847117857,327.64646316332994,8.71286714283678
316,299.42209730450566,334.41415783233623,10.958383496993807
317,313.8533001706876,348.79996750303536,15.731585076445148
318,248.65535405445235,284.7662137947645,-5.5147695838040525
319,328.60172871818094,364.80134401956826,21.04083060453495
320,292.3667839668624,326.3215085163808,8.273248118375454
321,309.0988731272824,341.88953049332576,13.43870691355466
322,257.3813008103167,292.9440736397463,-2.8013614112974974
323,330.2716699000812,365.05148912967917,21.123828576981737
324,282.78557826544704,319.03257098739624,5.854783748119375
325,320.9198334943401,356.38148104085485,18.24712596164532
326,305.6806953531437,339.86050435637054,12.76547746152118
327,303.7533831924828,336.97718905152345,11.808795461537267
328,311.95149574888114,345.2036963614707,14.538344828868762
329,312.9204184455975,350.25197551962026,16.21336032002115
330,271.42789915812534,308.0549454017161,2.2124152625333062
331,360.58677933349355,396.64744518135217,31.607344679471034
332,248.9267751624397,285.1808255273224,-5.377201701147074
333,339.22732886149333,374.8399974051167,24.371648771346948
334,293.1877428684833,328.39381684243915,8.96083857045817
335,257.07687706275567,293.20051669190013,-2.7162737860890873
336,250.928598018758,287.8742182236028,-4.483535889750064
337,270.3155125585775,305.90747038500865,1.499884555105826
338,287.54559162120967,323.63392049336966,7.381508293506229
339,306.7578780331902,341.67575429647997,13.36777612107297
340,322.8932329235127,358.5421971906662,18.964050067768586
341,322.6829744830185,358.29741465511506,18.88283139380723
342,282.7708122549489,315.6194475025109,4.722311764835774
343,347.12504316483006,383.3521283777451,27.19596787003497
344,289.4651188446706,323.4474171347947,7.319626609673298
345,257.5862118486065,291.74557920625233,-3.1990210254496896
346,271.9597799790717,307.37353777618796,1.986324689331451
347,339.97485983610295,376.79539010839824,25.020446701626902
348,312.8882313114763,346.96456987531684,15.122601428246949
349,292.3174223084353,328.45488743608445,8.981101750683576
350,320.7581822922145,356.4900156784392,18.283137678427444
351,345.77054660265117,382.20982320525604,26.816951813354777
352,299.38726438449976,334.71219272495307,11.057271265755814
353,339.0429198914621,374.440395767216,24.239061227590962
354,296.14514623415323,331.89240673506475,10.121668248008147
355,313.35369569015467,348.54115543448967,15.645711413256096
356,263.93196277691897,300.78857481776095,-0.19856141115766082
357,345.3030321418159,379.93047857593973,26.06066686076526
358,292.0992932554158,326.592691405178,8.363226411065057
359,294.1030328843695,329.6970486017362,9.393249956001368
360,234.27193649650803,269.3039073105969,-10.645152052474833
361,342.19799859355027,375.8481679409807,24.706159049481922
362,323.6508758155926,355.79072390935795,18.051113158912603
363,347.50158228463073,382.944370010395,27.06067392915696
364,238.28469655810653,272.47421482045013,-9.593246239748867
365,332.69472454249285,368.28424397396054,22.196454371561217
366,245.65953351401848,279.53596305639087,-7.250163117904538
367,276.9662536813674,313.87591938411384,4.143810355526754
368,291.11900093552345,325.5365213183148,8.012789915505621
369,302.73624582200847,337.9441495404144,12.12963227493138
370,337.3365597900806,371.4841209246699,23.25817130406625
371,319.1394709913471,353.1322863306761,17.169045431068103
372,325.1510597189961,362.0223077399493,20.118748312132077
373,308.9016152696699,345.4164351058633,14.608931395352641
374,298.5143582640853,332.14792206425557,10.206448055386785
375,257.97502389956605,294.79878805029347,-2.1859684680774567
376,260.1820008285706,292.76401505867886,-2.861104722464432
377,279.3923026550357,314.6834542659707,4.411749864096229
378,280.1205383182936,315.582040532313,4.70990015830695
379,307.50296150437316,342.4662585220037,13.630064869791664
380,325.15830273074823,360.21245963386673,19.5182419773294
381,370.04223404163065,404.7636237560331,34.3002870496653
382,250.36054099183588,283.94790350631007,-5.786284364740406
383,319.6221019115171,353.75359931283333,17.37519664366248
384,287.8573441558172,321.64623134335125,6.721994424804735
385,323.9053930182907,361.00793417688374,19.7821798739134
386,268.81662276790905,304.7905708589738,1.1292980741365646
387,325.43553882006347,361.5261673225039,19.954129268895073
388,249.3781946991224,285.96949409576894,-5.115522022161737
389,318.8689518716144,352.8690814880255,17.08171424850574
390,265.3739235187122,300.43587587309696,-0.3155866741270364
391,295.6411443952469,332.1834586159061,10.21823905835077
392,330.0855783680138,367.71056695088964,22.006108736849097
393,333.5102650840972,368.40737896699363,22.23731047606178
394,262.4061105351593,297.019819035777,-1.4490319416952633
395,302.4278571472132,336.7532829305392,11.734503567316844
396,307.5456758858051,341.9829066347058,13.469689051906315
397,251.44813195957406,287.9001018901239,-4.474947707315522
398,359.40127109554317,396.6844727128527,31.619630388505655
399,303.33119758151315,338.6013478423036,12.347690211495044
400,291.42158004179737,328.0310728330106,8.84048036203092
401,342.2861579570803,376.1272283382254,24.79875109396056
402,317.75986911124875,353.10760862551786,17.160857385769653
403,313.8495614420552,348.8899719873259,15.76144850133449
404,328.8615856846508,364.6892408800535,21.003634861310065
405,335.2530716156576,370.1544448503661,22.81698571331338
406,324.2807764862429,359.05713421183447,19.134905810964234
407,289.29387281681375,324.48933016187067,7.665332622774486
408,229.00995171425046,266.5914398504471,-11.545146857172412
409,286.8330255477355,321.19818033361713,6.573331413386365
410,294.3348301277459,330.04099707021123,9.507371817096114
411,284.2320378937235,318.0803365298805,5.538833021628141
412,234.76362510972834,270.91207300910935,-10.111563799337183
413,294.3687153828543,329.9975504351502,9.492956253993142
414,348.91864494505,385.05910863667935,27.762342725155747
415,295.63779194957283,331.0434263966654,9.839977165967433
416,321.16661652596827,357.2829964673182,18.54624814913394
417,265.45837881342317,301.44128808586515,0.018008394335423904
418,288.92889295294714,324.89622375349137,7.800339631670786
419,309.26107057467385,344.8100014170236,14.407717121866334
420,293.85938100895635,328.93804158267034,9.141411958339072
421,341.65663640772,376.05573476618434,24.775029576798964
422,267.913222378076,303.5468636778645,0.7166369019720796
423,339.74936613278095,376.38565600432725,24.884497212687805
424,259.46823992801075,295.10771349740946,-2.083467220955429
425,285.1321657871714,319.7881199932798,6.105474379428206
426,296.58753936579643,332.2374039500285,10.236138082453785
427,250.98262886633842,285.98787159660856,-5.109424380246405
428,291.34677119162774,323.8949568688761,7.468119980187954
429,343.777261912795,379.88610592860647,26.045944047438528
430,380.2632667485227,416.51622721449303,38.199792650997225
431,361.60426044562826,396.35920263126843,31.511706003107403
432,260.41533059559265,295.98545174077185,-1.79223428617696
433,323.24033013480965,357.12024223322993,18.4922464081826
434,321.3460062367469,357.3884007045694,18.581221201276644
435,328.0967540944552,363.4866996063125,20.60463250839649
436,309.29124102359106,343.2439293631625,13.888095510560735
437,307.9103939743489,343.74538621855044,14.054478544185839
438,296.7708602137141,331.70993168827545,10.061123155206092
439,369.5337345836485,404.4401408268489,34.19295564018249
440,261.73925988338726,299.02566269680074,-0.7834944189493754
441,252.86127645932982,288.25334810665356,-4.357740859924173
442,248.11779546393052,282.2451926813941,-6.351242624642288
443,330.76174092014986,365.9265318510783,21.414167139459526
444,301.83890333906123,336.6570036973272,11.70255818512733
445,279.0186511363235,314.210440466589,4.254804216545387
446,303.64129403075657,340.4797590390835,12.97094573180064
447,275.8975523437167,309.4756855799932,2.68381585924456
448,349.9987628399581,385.1096983798823,27.7791283665404
449,315.67013516619943,351.70940792638015,16.69693537246043
450,234.44240067775715,270.2968824001315,-10.315683612795972
451,314.7577188687653,349.587075842774,15.992747072637284
452,340.9442842042184,375.29914538037286,24.523993748158254
453,328.72305139944393,365.15848076239615,21.15932832582889
454,334.27281458441934,367.71307093307377,22.006939556385138
455,307.6059313744727,345.0452050401168,14.485757519378872
456,303.98322515876436,336.9637634117861,11.80434084366963
457,306.08320661331163,343.61996763222703,14.012864745029944
458,300.8417624035134,333.0874789045408,10.51819235735458
459,342.26417768711747,378.22888408875883,25.4960790009425
460,292.27125349331254,328.51406359898533,9.000736360113985
461,298.5605945844871,333.83973806402497,10.76779141993082
462,355.3269127449793,390.58754144265254,29.59667286057449
463,274.54907570645514,311.7570702722013,3.440777703273649
464,267.338201631424,302.4973378036518,0.36840495151950553
465,318.58442636266034,353.0451171413682,17.140122755069456
466,302.0126530370363,337.6823417756647,12.042764641838675
467,371.4135478561808,406.355501769116,34.82847106017793
468,315.72606802940646,349.3857319168601,15.925941298948871
469,297.81768362460986,332.0609197395506,10.177580744946596
470,205.0273727615112,240.72213485429828,-20.128564147783976
471,253.83514367378274,289.0508682310485,-4.093124240870762
472,349.88508729694325,384.273207739467,27.501581357548698
473,333.03929597660243,367.4752639574484,21.928035368324633
474,344.6407995438548,379.1450330463313,25.800056583810466
475,347.8702586716546,382.72285507558917,26.987175428836824
476,282.495332249394,316.5436843200093,5.028972893966077
477,325.7604367964447,360.3346348553618,19.55877963030543
478,283.7442345516481,317.13796131374676,5.226153584526505
479,288.1937263417494,322.39172494440174,6.9693486798281965
480,239.0086021278857,275.34661047355854,-8.640187372568683
481,244.05837178860887,278.87083775829785,-7.470851226260162
482,288.98157544061723,323.6809170185911,7.39710170767969
483,281.3064247756252,314.9374468934501,4.496024440112835
484,266.55289325227,301.880570840631,0.1637621048926191
485,269.09693901035615,306.03576466199735,1.5424525064116392
486,279.5358594970993,315.9575526795761,4.834494825930714
487,326.056590613015,360.84831197600784,19.72921733938966
488,248.26630303053605,281.09911596631633,-6.731510076513538
489,323.72375780131114,360.3713067012275,19.570947323095375
490,272.77370920015267,307.2746336445366,1.953508367677061
491,336.5667335198679,369.6444531575306,22.647770826597103
492,302.5388798000857,336.5623587213188,11.671155048334095
493,291.974794168498,326.4981035832141,8.331842237943782
494,332.270515686331,366.21246550552337,21.509039725866337
495,347.27177382428215,380.9130928301686,26.3866975825417
496,368.6956497207677,402.3358238784641,33.49474474961617
497,222.29531583208927,254.52582992011605,-15.548507786783617
498,315.1563217514058,350.7198763148501,16.368609476373233
499,236.0945090379805,272.4994059434206,-9.58488784277969
500,254.17288804392746,289.81227997669356,-3.84048835661267
501,305.08915727067046,341.62623406667353,13.351345343484669
502,323.8997022471589,359.22807995615267,19.191625489276266
503,291.9368653624924,328.9366114414821,9.140937438493841
504,289.5169104686601,326.4298252163654,8.309187523614522
505,323.40307254803594,359.47919859548404,19.274946478036984
506,303.1683422962875,337.9602191171816,12.134964149254913
507,293.91674511688035,330.35178295166526,9.610490355029295
508,246.4570594756318,281.46701277506753,-6.6094421728777055
509,220.78270674951014,255.11540377448674,-15.352887594573147
510,310.69741059868744,344.1444761397406,14.18689630069544
511,269.88985847208494,306.81888752554073,1.8022921243917978
512,286.8962733875278,321.7143482319991,6.744595560779968
513,300.6478170107826,336.4326655253743,11.628122936697924
514,317.65969422900946,351.27881899695456,16.554066267065917
515,339.7968467192721,374.6439672840537,24.306606114388693
516,294.1977068775626,329.8774636859543,9.453111554664162
517,257.14714728306257,293.2556806132934,-2.6979704355825525
518,253.62591131259427,289.07559535171663,-4.084919799540729
519,311.49649559745706,346.22774179353297,14.878122386450759
520,268.15806535028037,301.29605285474145,-0.030180553694636132
521,282.6201899418018,318.65827066608273,5.730591163497478
