app_id,day,model,feature,contribution
com.google.flood2,6,M1,dau,103.1468
com.google.flood2,6,M1,crash_rate,-0.3132
com.google.flood2,6,M1,mau,-0.5356
com.google.flood2,7,M1,stickiness,2.6701
com.google.flood2,7,M1,dau,92.6417
com.google.flood2,7,M1,crash_rate,-1.1751
com.google.flood2,7,M1,mau,-0.1188
com.google.flood2,8,M1,stickiness,-0.4683
com.google.flood2,8,M1,dau,-6.1998
com.google.flood2,8,M1,crash_rate,0.03
com.google.flood2,8,M1,mau,-0.0852
com.google.flood2,9,M1,stickiness,-0.4313
com.google.flood2,9,M1,dau,-5.2477
com.google.flood2,9,M1,crash_rate,-0.0449
com.google.flood2,9,M1,mau,-0.0577
com.google.flood2,10,M1,stickiness,-0.3816
com.google.flood2,10,M1,dau,-4.0347
com.google.flood2,10,M1,crash_rate,-0.0632
com.google.flood2,10,M1,mau,-0.0315
com.google.flood2,11,M1,stickiness,-0.3808
com.google.flood2,11,M1,dau,-3.7724
com.google.flood2,11,M1,crash_rate,-0.2161
com.google.flood2,11,M1,mau,-0.0142
com.google.flood2,12,M1,stickiness,-0.4576
com.google.flood2,12,M1,dau,-5.0221
com.google.flood2,12,M1,crash_rate,-0.0016
com.google.flood2,12,M1,mau,-0.0052
com.google.flood2,13,M1,stickiness,1.1657
com.google.flood2,13,M1,dau,100.1352
com.google.flood2,13,M1,crash_rate,-1.3378
com.google.flood2,13,M1,mau,0.0899
com.google.flood2,14,M1,stickiness,0.6443
com.google.flood2,14,M1,dau,88.223
com.google.flood2,14,M1,crash_rate,-1.297
com.google.flood2,14,M1,mau,0.3406
com.google.flood2,15,M1,stickiness,-0.6124
com.google.flood2,15,M1,dau,-5.7138
com.google.flood2,15,M1,crash_rate,-0.0016
com.google.flood2,15,M1,mau,0.3815
com.google.flood2,16,M1,stickiness,0.4202
com.google.flood2,16,M1,dau,92.6417
com.google.flood2,16,M1,crash_rate,-1.1427
com.google.flood2,16,M1,mau,0.8507
com.google.flood2,17,M1,stickiness,-0.5058
com.google.flood2,17,M1,dau,-2.3838
com.google.flood2,17,M1,crash_rate,-0.3072
com.google.flood2,17,M1,mau,0.9552
com.google.flood2,18,M1,stickiness,0.2855
com.google.flood2,18,M1,dau,101.1341
com.google.flood2,18,M1,crash_rate,-1.4338
com.google.flood2,18,M1,mau,1.6435
